thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
113,0,113,[np.float64(-0.044444444444444446)],[np.float64(-0.287962962962963)],[1],[0],[0],[1.5007960999937495],['target'],113,0,113,0,241.4333528,,5,241.4257704,241.4333528,241.4333528,0.0163803,242.9266742,[np.float64(-0.044444444444444446)],[np.float64(-0.287962962962963)],[1],[0],[0],[1.5007960999937495],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
114,0,114,[np.float64(0.2564814814814815)],[np.float64(-0.15)],[1],[0],[0],[1.4996735000022454],['target'],114,0,114,0,242.9680847,,10,242.9581034,242.9680847,242.9680847,0.0312192,244.4578791,[np.float64(0.2564814814814815)],[np.float64(-0.15)],[1],[0],[0],[1.4996735000022454],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
115,0,115,"[np.float64(-0.3435185185185185), np.float64(-0.33055555555555555)]","[np.float64(0.2601851851851852), np.float64(0.29907407407407405)]","[1, 1]","[0, 0]","[0, 0]","[4.310697199995047, 5.1939149999961955]","[None, 'target']",115,0,115,0,244.4883013,,10,244.4811068,244.4883013,244.4883013,0.0229987,249.6751763,"[np.float64(-0.3435185185185185), np.float64(-0.33055555555555555)]","[np.float64(0.2601851851851852), np.float64(0.29907407407407405)]","[1, 1]","[0, 0]","[0, 0]","[4.310697199995047, 5.1939149999961955]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
116,0,116,[np.float64(0.10648148148148148)],[np.float64(-0.22685185185185186)],[1],[0],[0],[2.4400451999972574],['target'],116,0,116,0,249.7080177,,10,249.700498,249.7080177,249.7080177,0.0250032,252.140652,[np.float64(0.10648148148148148)],[np.float64(-0.22685185185185186)],[1],[0],[0],[2.4400451999972574],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
117,0,117,[np.float64(0.48518518518518516)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.8232170999981463],['target'],117,0,117,0,252.1757142,,10,252.1681315,252.1757142,252.1757142,0.027212,253.9914892,[np.float64(0.48518518518518516)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.8232170999981463],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
118,0,118,[np.float64(-0.39537037037037037)],[np.float64(0.1574074074074074)],[1],[0],[0],[1.5811067999893567],['target'],118,0,118,0,254.0169994,,5,254.0089818,254.0169994,254.0169994,0.0171765,255.5902173,[np.float64(-0.39537037037037037)],[np.float64(0.1574074074074074)],[1],[0],[0],[1.5811067999893567],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
119,0,119,"[np.float64(-0.3712962962962963), np.float64(-0.3685185185185185)]","[np.float64(-0.3138888888888889), np.float64(-0.3296296296296296)]","[1, 1]","[0, 0]","[0, 0]","[2.0022162000095705, 2.8514761999977054]","[None, 'target']",119,0,119,0,255.6289891,,10,255.6205488,255.6289891,255.6289891,0.0300343,258.4722643,"[np.float64(-0.3712962962962963), np.float64(-0.3685185185185185)]","[np.float64(-0.3138888888888889), np.float64(-0.3296296296296296)]","[1, 1]","[0, 0]","[0, 0]","[2.0022162000095705, 2.8514761999977054]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
120,0,120,[np.float64(0.29814814814814816)],[np.float64(-0.3787037037037037)],[1],[0],[0],[2.19807069998933],['target'],120,0,120,0,258.4982686,,5,258.4917199,258.4982686,258.4982686,0.018983,260.6898915,[np.float64(0.29814814814814816)],[np.float64(-0.3787037037037037)],[1],[0],[0],[2.19807069998933],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
121,0,121,"[np.float64(-0.08888888888888889), np.float64(-0.10185185185185185)]","[np.float64(0.14907407407407408), np.float64(0.15648148148148147)]","[1, 1]","[0, 0]","[0, 0]","[1.500473400010378, 2.2499428000010084]","[None, 'target']",121,0,121,0,260.7127185,,5,260.7058791,260.7127185,260.7127185,0.015774,262.9560471,"[np.float64(-0.08888888888888889), np.float64(-0.10185185185185185)]","[np.float64(0.14907407407407408), np.float64(0.15648148148148147)]","[1, 1]","[0, 0]","[0, 0]","[1.500473400010378, 2.2499428000010084]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
122,0,122,[np.float64(0.017592592592592594)],[np.float64(0.21203703703703702)],[1],[0],[0],[2.3908772000140743],['target'],122,0,122,0,262.9896427,,10,262.9818681,262.9896427,262.9896427,0.0254284,265.3729097,[np.float64(0.017592592592592594)],[np.float64(0.21203703703703702)],[1],[0],[0],[2.3908772000140743],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
123,0,123,[np.float64(0.4666666666666667)],[np.float64(0.2074074074074074)],[1],[0],[0],[2.816784700000426],['target'],123,0,123,0,265.4117168,,10,265.404341,265.4117168,265.4117168,0.0310547,268.2212338,[np.float64(0.4666666666666667)],[np.float64(0.2074074074074074)],[1],[0],[0],[2.816784700000426],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
124,0,124,[np.float64(0.5046296296296297)],[np.float64(0.42592592592592593)],[1],[0],[0],[2.2222885999944992],['target'],124,0,124,0,268.2416924,,5,268.2360254,268.2416924,268.2416924,0.0145593,270.4584441,[np.float64(0.5046296296296297)],[np.float64(0.42592592592592593)],[1],[0],[0],[2.2222885999944992],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
125,0,125,[np.float64(-0.4064814814814815)],[np.float64(-0.36574074074074076)],[1],[0],[0],[1.8642363999970257],['target'],125,0,125,0,270.4825157,,5,270.4757974,270.4825157,270.4825157,0.0171352,272.3401534,[np.float64(-0.4064814814814815)],[np.float64(-0.36574074074074076)],[1],[0],[0],[1.8642363999970257],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
126,0,126,[np.float64(0.4101851851851852)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.9869476000021677],['target'],126,0,126,0,272.3739034,,10,272.3658636,272.3739034,272.3739034,0.0254734,274.3529408,[np.float64(0.4101851851851852)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.9869476000021677],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
127,0,127,[np.float64(0.3296296296296296)],[np.float64(0.4601851851851852)],[1],[0],[0],[1.6651254000025801],['target'],127,0,127,0,274.3800063,,5,274.3713632,274.3800063,274.3800063,0.0180951,276.036547,[np.float64(0.3296296296296296)],[np.float64(0.4601851851851852)],[1],[0],[0],[1.6651254000025801],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
128,0,128,[np.float64(0.19444444444444445)],[np.float64(0.3814814814814815)],[1],[0],[0],[1.320271699994919],['target'],128,0,128,0,276.0583383,,5,276.0502186,276.0583383,276.0583383,0.0135453,277.3706322,[np.float64(0.19444444444444445)],[np.float64(0.3814814814814815)],[1],[0],[0],[1.320271699994919],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
129,0,129,[np.float64(-0.3175925925925926)],[np.float64(0.47314814814814815)],[1],[0],[0],[2.0998999000003096],['target'],129,0,129,0,277.4346807,,10,277.4190203,277.4346807,277.4346807,0.0482206,279.5189476,[np.float64(-0.3175925925925926)],[np.float64(0.47314814814814815)],[1],[0],[0],[2.0998999000003096],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
130,0,130,[np.float64(-0.004629629629629629)],[np.float64(0.14722222222222223)],[1],[0],[0],[1.5959871999948518],['target'],130,0,130,0,279.55051,,10,279.5398075,279.55051,279.55051,0.0207378,281.1358606,[np.float64(-0.004629629629629629)],[np.float64(0.14722222222222223)],[1],[0],[0],[1.5959871999948518],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
131,0,131,[np.float64(0.13425925925925927)],[np.float64(0.16666666666666666)],[1],[0],[0],[1.3439941000106046],['target'],131,0,131,0,281.1703509,,10,281.1586261,281.1703509,281.1703509,0.022624,282.502686,[np.float64(0.13425925925925927)],[np.float64(0.16666666666666666)],[1],[0],[0],[1.3439941000106046],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
132,0,132,[np.float64(-0.16111111111111112)],[np.float64(-0.2064814814814815)],[1],[0],[0],[1.5504264000046533],['target'],132,0,132,0,282.5266518,,5,282.5183259,282.5266518,282.5266518,0.0154525,284.0688091,[np.float64(-0.16111111111111112)],[np.float64(-0.2064814814814815)],[1],[0],[0],[1.5504264000046533],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
133,0,133,[np.float64(0.24074074074074073)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.8772504999942612],['target'],133,0,133,0,284.1026403,,10,284.0916252,284.1026403,284.1026403,0.022746,285.9690483,[np.float64(0.24074074074074073)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.8772504999942612],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
134,0,134,[np.float64(0.4898148148148148)],[np.float64(-0.13240740740740742)],[1],[0],[0],[1.5988957999943523],['target'],134,0,134,0,285.9933765,,5,285.9867129,285.9933765,285.9933765,0.0172723,287.585704,[np.float64(0.4898148148148148)],[np.float64(-0.13240740740740742)],[1],[0],[0],[1.5988957999943523],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
135,0,135,[np.float64(0.34074074074074073)],[np.float64(0.08518518518518518)],[1],[0],[0],[1.749232000001939],['target'],135,0,135,0,287.6118769,,5,287.6039337,287.6118769,287.6118769,0.018057,289.353291,[np.float64(0.34074074074074073)],[np.float64(0.08518518518518518)],[1],[0],[0],[1.749232000001939],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
136,0,136,[np.float64(0.040740740740740744)],[np.float64(-0.18981481481481483)],[1],[0],[0],[1.6837151000072481],['target'],136,0,136,0,289.3974774,,10,289.3853831,289.3974774,289.3974774,0.031838,291.0692546,[np.float64(0.040740740740740744)],[np.float64(-0.18981481481481483)],[1],[0],[0],[1.6837151000072481],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
